concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
4335087	Sampling of tissue specimen	Procedure	SNOMED	Procedure	S	433465004	2008-07-31	2099-12-31	
4337543	Hepatic necrosis	Condition	SNOMED	Disorder	S	87248009	2002-01-31	2099-12-31	
21492138	Resource identifier [URI] for Study	Observation	LOINC	Clinical Observation	S	78200-3	2016-06-24	2099-12-31	
21492218	Clock drawing panel [GPCOG]	Observation	LOINC	Survey	S	79150-9	2016-06-24	2099-12-31	
21493003	Unique identifier for Current sample	Measurement	LOINC	Lab Test	S	80398-1	2016-06-24	2099-12-31	
21498325	Caudal	Meas Value	LOINC	Answer	S	LA25384-1	1970-01-01	2099-12-31	
35624671	Unit of measure	Unit	SNOMED	Qualifier Value		767524001	2018-07-31	2099-12-31	
35626265	First encounter by subject	Observation	SNOMED	Clinical Finding	S	769681006	2018-07-31	2099-12-31	
35626941	Sleep related movement disorder	Condition	SNOMED	Disorder	S	84991000119105	2018-07-31	2099-12-31	
35810233	Alcohol intake versus 10 years previously	Observation	UK Biobank	Question	S	1628	2012-01-05	2099-12-31	
35810326	Number of cigarettes previously smoked daily	Observation	UK Biobank	Question	S	2887	2012-01-05	2099-12-31	
35810373	Number of cigarettes currently smoked daily (current cigarette smokers)	Observation	UK Biobank	Question	S	3456	2012-01-05	2099-12-31	
35811099	Amount of alcohol drunk on a typical drinking day	Observation	UK Biobank	Question	S	20403	2016-10-25	2099-12-31	
35811110	Frequency of drinking alcohol	Observation	UK Biobank	Question	S	20414	2016-10-25	2099-12-31	
35811112	Frequency of consuming six or more units of alcohol	Observation	UK Biobank	Question	S	20416	2016-10-25	2099-12-31	
35814574	Data problem indicator	Observation	UK Biobank	Variable	S	90002	2013-11-27	2099-12-31	
35814582	Data quality, calibrated on own data	Observation	UK Biobank	Variable	S	90017	2015-11-06	2099-12-31	
35815526	Age at event	Observation	UK Biobank	Value	S	14--4	2012-02-20	2099-12-31	
35822165	Parkinson's disease	Observation	UK Biobank	Answer	S	1010-11	2012-10-05	2099-12-31	
35953767	APOE (apolipoprotein E) gene variant measurement	Measurement	OMOP Genomic	Genetic Variation	S	613	2001-06-22	2099-12-31	
36031310	Education completion status	Observation	LOINC	Clinical Observation	S	96394-2	2020-12-15	2099-12-31	
36031408	Age when stopped substance abuse	Observation	LOINC	Clinical Observation	S	96102-9	2020-12-15	2099-12-31	
36032879	Embarrassment	Meas Value	LOINC	Answer	S	LA31438-7	1970-01-01	2099-12-31	
36210180	Parkinson's disease	Meas Value	LOINC	Answer	S	LA27533-1	1970-01-01	2099-12-31	
36303222	APOE e4/e4	Meas Value	LOINC	Answer	S	LA21360-5	1970-01-01	2099-12-31	
36303625	Preliminary testing result Specimen	Measurement	LOINC	Clinical Observation	S	86953-7	2018-06-15	2099-12-31	
36304515	Mothers Source of information	Observation	LOINC	Survey	S	87291-1	2018-06-15	2099-12-31	
36307526	APOE e2/e2	Meas Value	LOINC	Answer	S	LA21356-3	1970-01-01	2099-12-31	
36307729	APOE e4	Meas Value	LOINC	Answer	S	LA21355-5	1970-01-01	2099-12-31	
36308038	APOE e2	Meas Value	LOINC	Answer	S	LA21353-0	1970-01-01	2099-12-31	
36308097	At home	Meas Value	LOINC	Answer	S	LA27446-6	1970-01-01	2099-12-31	
36308156	APOE e2/e4	Meas Value	LOINC	Answer	S	LA21361-3	1970-01-01	2099-12-31	
36310377	APOE e2/e3	Meas Value	LOINC	Answer	S	LA21357-1	1970-01-01	2099-12-31	
36311054	APOE e3/e4	Meas Value	LOINC	Answer	S	LA21359-7	1970-01-01	2099-12-31	
36311224	New disease diagnosis	Meas Value	LOINC	Answer	S	LA28310-3	1970-01-01	2099-12-31	
36660247	Specimen Processing comment	Measurement	LOINC	Lab Test	S	94330-8	2020-06-17	2099-12-31	
36684875	Restless legs syndrome rating scale	Measurement	SNOMED	Staging / Scales	S	457921000124102	2018-09-01	2099-12-31	
36685552	Unified Parkinson's Disease Rating Scale total points	Observation	SNOMED	Observable Entity	S	1099221000000108	2018-10-01	2099-12-31	
36714126	Difficulty walking	Observation	SNOMED	Clinical Finding	S	719232003	2017-01-31	2099-12-31	
36717874	Pre-membrane lung blood specimen	Specimen	OMOP Extension	Specimen	S	OMOP5386063	2024-02-25	2099-12-31	
36717875	Post-membrane lung blood specimen	Specimen	OMOP Extension	Specimen	S	OMOP5386064	2024-02-25	2099-12-31	
36770058	Right	Measurement	Cancer Modifier	Topography	S	OMOP4999736	2020-09-23	2099-12-31	
36770494	Occipital Brain	Measurement	Cancer Modifier	Topography	S	OMOP5000174	2020-09-23	2099-12-31	
36770562	Middle	Measurement	Cancer Modifier	Topography	S	OMOP5000242	2020-09-23	2099-12-31	
37020654	Age when stopped smoking cigarettes completely	Observation	LOINC	Clinical Observation	S	92659-2	2019-06-21	2099-12-31	
37021329	Specimen condition [Type]	Measurement	LOINC	Lab Test	S	93047-9	2019-06-21	2099-12-31	
37116939	First specimen	Observation	SNOMED	Qualifier Value	S	733986001	2017-07-31	2099-12-31	
37153131	Caffeine intake	Observation	SNOMED	Observable Entity	S	1208604004	2022-03-31	2099-12-31	
37155361	Whole blood specimen with edetic acid	Specimen	SNOMED	Specimen	S	57921000052103	2022-02-28	2099-12-31	
37156628	Structure of Brodmann area 11, prefrontal	Spec Anatomic Site	SNOMED	Body Structure	S	1179059003	2021-10-31	2099-12-31	
37158808	Chief complaint	Observation	SNOMED	Observable Entity	S	1269489004	2023-04-30	2099-12-31	
37164572	Stem cell specimen	Specimen	SNOMED	Specimen	S	57731000052104	2022-02-28	2099-12-31	
37165296	Excisional biopsy of skin	Procedure	SNOMED	Procedure	S	1251630002	2022-09-30	2099-12-31	
37172639	Type of tobacco used	Observation	SNOMED	Observable Entity	S	53661000146106	2022-11-30	2099-12-31	
37206841	Unstained slide of tissue section	Specimen	SNOMED	Specimen	S	787149001	2019-07-31	2099-12-31	
37206842	Stained slide of tissue section	Specimen	SNOMED	Specimen	S	787150001	2019-07-31	2099-12-31	
37206849	Preparation of large size formalin fixed paraffin embedded tissue specimen	Procedure	SNOMED	Procedure	S	787375008	2019-07-31	2099-12-31	
37303842	Plasma specimen or serum specimen or whole blood specimen	Specimen	SNOMED	Specimen	S	788707000	2020-01-31	2099-12-31	
37397738	Anatomy reference area	Spec Anatomic Site	SNOMED	Body Structure	S	718478002	2016-07-31	2099-12-31	
37397776	Apolipoprotein E genotype	Measurement	SNOMED	Observable Entity	S	991601000000105	2016-04-01	2099-12-31	
37399698	Genotype	Measurement	SNOMED	Observable Entity	S	1028331000000101	2016-04-01	2099-12-31	
37522778	UPD2-Movements Interfere Ratings	Observation	CDISC	Observable Entity		C100534-UPD2DB	2023-12-01	2099-12-31	
37524576	UPD2-Hallucinations and Psychosis	Observation	CDISC	Observable Entity		C100474-UPD2102	2023-12-01	2099-12-31	
37525031	UPD2-Kinetic Tremor of Right Hand	Observation	CDISC	Observable Entity		C113883-UPD2316A	2023-12-01	2099-12-31	
37525797	MMS1-What Is the Building	Observation	CDISC	Observable Entity		C100552-MMS102D	2023-12-01	2099-12-31	
37526631	UPD2-Ftrs Dopa Dysregulation Synd	Observation	CDISC	Observable Entity		C100478-UPD2106	2023-12-01	2099-12-31	
37527310	UPD2-Urinary Problems	Observation	CDISC	Observable Entity		C100482-UPD2110	2023-12-01	2099-12-31	
37528823	MMS1-What Is the City/Town	Observation	CDISC	Observable Entity		C100551-MMS102C	2023-12-01	2099-12-31	
37529643	UPD2-Kinetic Tremor of Left Hand	Observation	CDISC	Observable Entity		C100526-UPD2316B	2023-12-01	2099-12-31	
37529830	UPD2-Clinical State on Meds	Observation	CDISC	Observable Entity		C100499-UPD23B	2023-12-01	2099-12-31	
37529918	UPD1--Motor:Action Tremor:Hand: Right	Observation	CDISC	Observable Entity		C111590-UPD121A	2023-12-01	2099-12-31	
37530368	MMS1-What Is the Floor	Observation	CDISC	Observable Entity		C100553-MMS102E	2023-12-01	2099-12-31	
37531414	Age Unit	Observation	CDISC	Observable Entity		C50400-AGEU	2023-12-01	2099-12-31	
37531553	UPD2-Get Out of Bed/Car/Deep Chair	Observation	CDISC	Observable Entity		C101018-UPD2211	2023-12-01	2099-12-31	
37533080	UPD2-Constipation Problems	Observation	CDISC	Observable Entity		C100483-UPD2111	2023-12-01	2099-12-31	
37533563	UPD2-Eating Tasks	Observation	CDISC	Observable Entity		C100489-UPD2204	2023-12-01	2099-12-31	
37533961	UPD2-Right Toe Tapping	Observation	CDISC	Observable Entity		C100515-UPD2307A	2023-12-01	2099-12-31	
37534195	MMS1-What Is the County	Observation	CDISC	Observable Entity		C100550-MMS102B	2023-12-01	2099-12-31	
37535098	UPD1--Motor:Action Tremor:Hand: Left	Observation	CDISC	Observable Entity		C111591-UPD121B	2023-12-01	2099-12-31	
37535522	MMS1-What Is the Date	Observation	CDISC	Observable Entity		C100545-MMS101E	2023-12-01	2099-12-31	
37535672	UPD2-Doing Hobbies/Other Activities	Observation	CDISC	Observable Entity		C100493-UPD2208	2023-12-01	2099-12-31	
37535976	UPD2-Fatigue	Observation	CDISC	Observable Entity		C100485-UPD2113	2023-12-01	2099-12-31	
37537147	UPD2-Left Toe Tapping	Observation	CDISC	Observable Entity		C100516-UPD2307B	2023-12-01	2099-12-31	
37537169	MDS-UPDRS	Observation	CDISC	Observable Entity		C100769	2023-12-01	2099-12-31	
37538536	MMS1-What Is the State	Observation	CDISC	Observable Entity		C100549-MMS102A	2023-12-01	2099-12-31	
37539837	Study Visit Window	Observation	CDISC	Observable Entity		C191215	2023-12-01	2099-12-31	
37542726	Study Visit	Observation	CDISC	Social Context		C191214	2023-12-01	2099-12-31	
37542948	CALCULATION	Observation	CDISC	Procedure		C54125	2023-12-01	2099-12-31	
37543244	UPD2-Anxious Mood	Observation	CDISC	Observable Entity		C100476-UPD2104	2023-12-01	2099-12-31	
37544810	UPD2-Medication for PD	Observation	CDISC	Observable Entity		C100498-UPD23A	2023-12-01	2099-12-31	
37546165	UPD2-Consistency of Rest Tremor	Observation	CDISC	Observable Entity		C100532-UPD2318	2023-12-01	2099-12-31	
37546244	UPD2-Rest Tremor Amplitude LUE	Observation	CDISC	Observable Entity		C100528-UPD2317B	2023-12-01	2099-12-31	
37550305	FSIL-Bothered by Vitiligo	Measurement	CDISC	Staging / Scales		C184036-FSIL0419	2023-12-01	2099-12-31	
37550978	PDQ-39	Measurement	CDISC	Staging / Scales		C187514	2023-12-01	2099-12-31	
37551141	RBDSQ	Measurement	CDISC	Staging / Scales		C187517	2023-12-01	2099-12-31	
38003563	Hispanic or Latino	Ethnicity	Ethnicity	Ethnicity	S	Hispanic	1970-01-01	2099-12-31	
38003564	Not Hispanic or Latino	Ethnicity	Ethnicity	Ethnicity	S	Not Hispanic	1970-01-01	2099-12-31	
38004225	Ambulatory Genetics Clinic / Center	Visit	NUCC	Visit	S	261QG0250X	1970-01-01	2099-12-31	
38004259	Ambulatory Research Clinic / Center	Visit	NUCC	Visit	S	261QR1100X	1970-01-01	2099-12-31	
38004264	Ambulatory Sleep Disorder Diagnostic Clinic / Center	Visit	NUCC	Visit	S	261QS1200X	1970-01-01	2099-12-31	
38004294	Clinical Medical Laboratory	Visit	NUCC	Visit	S	291U00000X	1970-01-01	2099-12-31	
38004296	Physiological Laboratory	Visit	NUCC	Visit	S	293D00000X	1970-01-01	2099-12-31	
38004305	Alzheimer Nursing Center (Dementia Center)	Visit	NUCC	Visit	S	311500000X	1970-01-01	2099-12-31	
38004440	Respite Care	Visit	NUCC	Visit	S	385H00000X	1970-01-01	2099-12-31	
38004697	Slide Preparation Facility	Visit	Medicare Specialty	Visit	S	75	1970-01-01	2099-12-31	
40479189	Fresh tissue specimen	Specimen	SNOMED	Specimen	S	441479001	2009-07-31	2099-12-31	
40479555	Blood specimen with anticoagulant	Specimen	SNOMED	Specimen	S	441510007	2009-07-31	2099-12-31	
40479563	Lymphoblastoid cell line specimen	Specimen	SNOMED	Specimen	S	441518000	2009-07-31	2099-12-31	
40480027	Formalin-fixed paraffin-embedded tissue specimen	Specimen	SNOMED	Specimen	S	441652008	2009-07-31	2099-12-31	
40480050	Ribonucleic acid specimen	Specimen	SNOMED	Specimen	S	441673008	2009-07-31	2099-12-31	
40482425	Periodic leg movements of sleep	Condition	SNOMED	Clinical Finding	S	445140006	2010-07-31	2099-12-31	
40482922	Blood specimen with EDTA	Specimen	SNOMED	Specimen	S	445295009	2010-07-31	2099-12-31	
40483839	Age at onset of clinical finding	Observation	SNOMED	Observable Entity	S	445518008	2010-07-31	2099-12-31	
40486473	Blood specimen obtained for blood culture	Specimen	SNOMED	Specimen	S	446131002	2011-01-31	2099-12-31	
40486989	Blood specimen submitted in heparinized collection tube	Specimen	SNOMED	Specimen	S	446272009	2011-01-31	2099-12-31	
40489396	Diffusion tractography	Procedure	SNOMED	Procedure	S	448307005	2011-07-31	2099-12-31	
40490382	BMI (body mass index) centile	Measurement	SNOMED	Observable Entity	S	446974000	2011-01-31	2099-12-31	
40491528	Nucleic acid specimen	Specimen	SNOMED	Specimen	S	448789008	2011-07-31	2099-12-31	
40546087	Depressed mood	Observation	SNOMED	Clinical Finding	S	366979004	2009-07-31	2099-12-31	
40757633	Assessment/tracking type	Observation	LOINC	Survey	S	54502-0	2009-01-20	2099-12-31	
40758337	DNA analysis discrete sequence variation panel	Measurement	LOINC	Lab Test	S	55208-3	2009-03-19	2099-12-31	
40758361	Genetic analysis summary panel	Observation	LOINC	Lab Test	S	55232-3	2009-03-23	2099-12-31	
40758362	Genetic analysis master panel	Measurement	LOINC	Lab Test	S	55233-1	1970-01-01	2099-12-31	
40760162	Living arrangements	Observation	LOINC	Survey	S	57043-2	2009-09-01	2099-12-31	
40761009	Age of Specimen	Measurement	LOINC	Lab Test	S	57900-3	2009-11-18	2099-12-31	
40764451	Does your health now limit you in walking one hundred yards [PROMIS]	Observation	LOINC	Survey	S	61690-4	2010-10-28	2099-12-31	
40765101	Cells analyzed [#]	Measurement	LOINC	Lab Test	S	62360-3	2010-12-02	2099-12-31	
40765292	PhenX - tobacco - age of initiation of use - adolescent protocol 030701	Measurement	LOINC	Clinical Observation	S	62556-6	2010-12-29	2099-12-31	
40766306	Smoked at least 100 cigarettes in entire life	Observation	LOINC	Clinical Observation	S	63581-3	2011-03-02	2099-12-31	
40766358	About how old were you when you first started drinking, not counting small tastes or sips of alcohol [PhenX]	Observation	LOINC	Clinical Observation	S	63634-0	2011-03-03	2099-12-31	
40766591	For how many hours per day were you exposed to smoke from other peoples cigarettes or tobacco products during this time at this location [PhenX]	Observation	LOINC	Clinical Observation	S	63870-0	2011-03-15	2099-12-31	
40766593	At the present time, how many hours per day are you exposed to the smoke of others [PhenX]	Observation	LOINC	Clinical Observation	S	63872-6	2011-03-15	2099-12-31	
40766621	Current age or age at death	Observation	LOINC	Clinical Observation	S	63900-5	2011-03-15	2099-12-31	
40766651	Date of diagnosis	Observation	LOINC	Clinical Observation	S	63931-0	2011-03-15	2099-12-31	
40766652	Age at diagnosis	Observation	LOINC	Clinical Observation	S	63932-8	2011-03-15	2099-12-31	
40766656	Start date of treatment or therapy	Observation	LOINC	Clinical Observation	S	63936-9	2011-03-15	2099-12-31	
40766819	Baseline time	Observation	LOINC	Clinical Observation	S	64103-5	2011-03-31	2099-12-31	
40766930	On the average of the entire time you smoked, how many cigarettes did you smoke per day [PhenX]	Observation	LOINC	Clinical Observation	S	64219-9	2011-04-13	2099-12-31	
40767217	Have you ever seen your child wake up with a snorting sound [PhenX]	Observation	LOINC	Clinical Observation	S	64509-3	2011-04-20	2099-12-31	
40768259	How often do you remember your dreams - that is, dreams that occur during your regular sleep and not while napping [PhenX]	Observation	LOINC	Clinical Observation	S	65565-4	2011-05-02	2099-12-31	
40768319	Do you ever move so much during your sleep that you accidentally hit your bed partner, if any, or hurt yourself? [PhenX]	Observation	LOINC	Clinical Observation	S	65627-2	2011-05-02	2099-12-31	
40768384	Finger taps - right [UPDRS]	Observation	LOINC	Clinical Observation	S	65695-9	2011-05-05	2099-12-31	
40768385	Finger taps - left [UPDRS]	Observation	LOINC	Clinical Observation	S	65696-7	2011-05-05	2099-12-31	
40768386	Hand movements - right [UPDRS]	Observation	LOINC	Clinical Observation	S	65697-5	2011-05-05	2099-12-31	
40768387	Hand movements - left [UPDRS]	Observation	LOINC	Clinical Observation	S	65698-3	2011-05-05	2099-12-31	
40768390	Leg agility - right [UPDRS]	Observation	LOINC	Clinical Observation	S	65701-5	2011-05-05	2099-12-31	
40768391	Leg agility - left [UPDRS]	Observation	LOINC	Clinical Observation	S	65702-3	2011-05-05	2099-12-31	
40768392	Arising from chair [UPDRS]	Observation	LOINC	Clinical Observation	S	65703-1	2011-05-05	2099-12-31	
40768393	Posture [UPDRS]	Observation	LOINC	Clinical Observation	S	65704-9	2011-05-05	2099-12-31	
40768394	Gait - parkinsons [UPDRS]	Observation	LOINC	Clinical Observation	S	65705-6	2011-05-05	2099-12-31	
40768395	Postural stability - retropulsion test [UPDRS]	Observation	LOINC	Clinical Observation	S	65706-4	2011-05-05	2099-12-31	
40768499	Body bradykinesia - hypokinesia [UPDRS]	Observation	LOINC	Clinical Observation	S	65811-2	2011-05-11	2099-12-31	
40768719	Tremor at rest Upper extremity - right [UPDRS]	Measurement	LOINC	Clinical Observation	S	66035-7	2011-05-19	2099-12-31	
40768720	Postural tremor Upper extremity - right [UPDRS]	Measurement	LOINC	Clinical Observation	S	66036-5	2011-05-19	2099-12-31	
40768721	Rigidity Neck [UPDRS]	Measurement	LOINC	Clinical Observation	S	66037-3	2011-05-19	2099-12-31	
40768722	Speech [UPDRS]	Observation	LOINC	Clinical Observation	S	66038-1	2011-05-19	2099-12-31	
40768723	Facial expression [UPDRS]	Observation	LOINC	Clinical Observation	S	66039-9	2011-05-19	2099-12-31	
40768724	Tremor at rest Face [UPDRS]	Measurement	LOINC	Clinical Observation	S	66040-7	2011-05-19	2099-12-31	
40768870	Tremor at rest Upper extremity - left [UPDRS]	Measurement	LOINC	Clinical Observation	S	66189-2	2011-06-03	2099-12-31	
40768871	Tremor at rest Lower extremity - right [UPDRS]	Measurement	LOINC	Clinical Observation	S	66190-0	2011-06-03	2099-12-31	
40768872	Tremor at rest Lower extremity - left [UPDRS]	Measurement	LOINC	Clinical Observation	S	66191-8	2011-06-03	2099-12-31	
40768873	Rigidity Upper extremity - right [UPDRS]	Measurement	LOINC	Clinical Observation	S	66192-6	2011-06-03	2099-12-31	
40768874	Rigidity Upper extremity - left [UPDRS]	Measurement	LOINC	Clinical Observation	S	66193-4	2011-06-03	2099-12-31	
40768875	Rigidity Lower extremity - right [UPDRS]	Measurement	LOINC	Clinical Observation	S	66194-2	2011-06-03	2099-12-31	
40768876	Rigidity Lower extremity - left [UPDRS]	Measurement	LOINC	Clinical Observation	S	66195-9	2011-06-03	2099-12-31	
40768877	Postural tremor Upper extremity - left [UPDRS]	Measurement	LOINC	Clinical Observation	S	66196-7	2011-06-03	2099-12-31	
40768976	Participant [Identifier]	Observation	LOINC	Clinical Observation	S	66302-1	2011-06-09	2099-12-31	
40769095	Main presenting symptom [PhenX]	Observation	LOINC	Clinical Observation	S	66422-7	2011-06-14	2099-12-31	
40769338	History of Diabetes (regardless of treatment) [PhenX]	Observation	LOINC	Clinical Observation	S	66678-4	2011-06-21	2099-12-31	
40769406	Specimen type	Measurement	LOINC	Lab Test	S	66746-9	2011-06-22	2099-12-31	
40770510	Neuro-Qol short form - stigma - version 1.0	Observation	LOINC	Survey	S	67914-2	2011-08-31	2099-12-31	
40771103	How often do you have a drink containing alcohol	Observation	LOINC	Clinical Observation	S	68518-0	2011-09-28	2099-12-31	
40771104	How many standard drinks containing alcohol do you have on a typical day	Observation	LOINC	Clinical Observation	S	68519-8	2011-09-28	2099-12-31	
40771985	Ethnicity OMB.1997	Observation	LOINC	Clinical Observation	S	69490-1	2011-11-16	2099-12-31	
42528764	Years of education [#] - Reported	Observation	LOINC	Clinical Observation	S	82590-1	2017-02-21	2099-12-31	
42528933	Trial enrollment date	Observation	LOINC	Clinical Observation	S	82778-2	2017-02-21	2099-12-31	
42528934	Participant identifier	Observation	LOINC	Clinical Observation	S	82787-3	2017-02-21	2099-12-31	
42531079	Needs assistance	Meas Value	LOINC	Answer	S	LA26596-9	1970-01-01	2099-12-31	
42537141	Impaired executive functioning	Condition	SNOMED	Clinical Finding	S	736317001	2018-01-31	2099-12-31	
42537789	Fetal blood specimen	Specimen	SNOMED	Specimen	S	737357006	2018-01-31	2099-12-31	
42537871	Blood smear specimen	Specimen	SNOMED	Specimen	S	737535000	2018-01-31	2099-12-31	
42628334	Post mortem	Observation	CPT4	CPT4 Modifier	S	PM	2017-05-08	2099-12-31	
42689795	Injury whilst sleeping	Condition	SNOMED	Disorder	S	1068421000000100	2017-04-01	2099-12-31	
42710046	Cramp in lower leg	Condition	SNOMED	Clinical Finding	S	449918009	2012-01-31	2099-12-31	
42739580	Multiple Procedures	Observation	CPT4	CPT4 Modifier	S	51	1970-01-01	2099-12-31	
42739591	Repeat Procedure or Service by Same Physician or Other Qualified Health Care Professional	Procedure	CPT4	CPT4 Modifier	S	76	1970-01-01	2099-12-31	
42739976	Repeat clinical diagnostic laboratory test	Measurement	CPT4	CPT4 Modifier	S	91	1970-01-01	2099-12-31	
42869860	Total score [MMSE]	Observation	LOINC	Survey	S	72106-8	2012-09-14	2099-12-31	
42869861	Mini-Mental State Examination [MMSE]	Observation	LOINC	Survey	S	72107-6	2012-09-14	2099-12-31	
42870053	I have trouble getting around in public places in the past 7 days [FACIT]	Observation	LOINC	Survey	S	71109-3	2012-03-15	2099-12-31	
42872633	Biopsy of lesion of skin of neck	Procedure	SNOMED	Procedure	S	450624004	2012-07-31	2099-12-31	
42872634	Biopsy of lesion of skin of head	Procedure	SNOMED	Procedure	S	450625003	2012-07-31	2099-12-31	
43054876	Montreal Cognitive Assessment [MoCA]	Observation	LOINC	Survey	S	72133-2	2012-12-28	2099-12-31	
43054909	Tobacco smoking status	Observation	LOINC	Clinical Observation	S	72166-2	2012-12-28	2099-12-31	
43054915	Total score [MoCA]	Observation	LOINC	Survey	S	72172-0	2012-12-28	2099-12-31	
43528862	Are you currently prescribed medications and/or receiving treatment for Parkinson's disease?	Observation	PPI	Question	S	NervousSystem_RxMedsforParkinsonsDisease	2022-04-07	2099-12-31	
43528875	Are you currently prescribed medications and/or receiving treatment for sleep apnea?	Observation	PPI	Question	S	Respiratory_RxMedsforSleepApnea	2022-04-07	2099-12-31	
43530525	About how old were you when you were first told you had dementia (includes Alzheimer's, vascular, etc.)?	Observation	PPI	Question	S	NervousSystem_HowOldWereYouDementia	2022-04-07	2099-12-31	
43530536	About how old were you when you were first told you had Parkinson's disease?	Observation	PPI	Question	S	NervousSystem_HowOldWereYouParkinsonsDisease	2022-04-07	2099-12-31	
43534097	Specimen source [Identifier] of Synovial fluid	Measurement	LOINC	Lab Test	S	72923-6	2013-01-25	2099-12-31	
44782422	Dementia due to Parkinson's disease	Condition	SNOMED	Disorder	S	101421000119107	2014-01-31	2099-12-31	
44783492	Structure of anatomical compartment	Spec Anatomic Site	SNOMED	Body Structure	S	699590003	2014-01-31	2099-12-31	
44786481	Documentation that patient is a current tobacco user	Observation	HCPCS	HCPCS	S	G9276	2014-01-01	2099-12-31	
44786599	Post mortem	Observation	HCPCS	HCPCS Modifier	S	PM	2014-01-01	2099-12-31	
44786669	Lifetime tobacco use	Observation	LOINC	Clinical Observation	S	74011-8	2013-08-05	2099-12-31	
44786670	Number of years alcohol consumed [Time]	Observation	LOINC	Clinical Observation	S	74012-6	2013-07-23	2099-12-31	
44788656	Problem link	Relationship	SNOMED	Linkage Assertion	S	181311000000101	2005-07-31	2099-12-31	
44791422	Specimen analysis	Procedure	SNOMED	Procedure	S	285141000000102	2007-04-02	2099-12-31	
44792078	Patient registration data verified	Observation	SNOMED	Clinical Finding	S	314191000000103	2008-04-01	2099-12-31	
44797771	Clinical Outcomes in Routine Evaluation Outcome Measure	Measurement	SNOMED	Staging / Scales	S	312971000000109	2008-04-01	2099-12-31	
44803831	Data	Observation	SNOMED	Qualifier Value	S	722991000000101	2010-10-01	2099-12-31	
44803907	Research project	Observation	SNOMED	Qualifier Value	S	723331000000105	2010-10-01	2099-12-31	
44803968	Ethnicity	Observation	SNOMED	Qualifier Value	S	723621000000103	2010-10-01	2099-12-31	
44804112	Questionnaire	Observation	SNOMED	Qualifier Value	S	719091000000102	2010-10-01	2099-12-31	
44804212	Case control study	Observation	SNOMED	Qualifier Value	S	719561000000104	2010-10-01	2099-12-31	
44804279	Data analysis	Observation	SNOMED	Qualifier Value	S	719641000000101	2010-10-01	2099-12-31	
44806420	Estimation of glomerular filtration rate	Measurement	SNOMED	Procedure	S	791801000000102	2011-10-03	2099-12-31	
44806863	Cell sample	Specimen	SNOMED	Specimen	S	803291000000106	2011-10-03	2099-12-31	
44808037	Gene expression assay	Procedure	SNOMED	Procedure	S	827951000000109	2012-04-01	2099-12-31	
44808076	Whole blood specimen with heparin	Specimen	SNOMED	Specimen	S	838971000000104	2012-10-01	2099-12-31	
44808077	Whole blood specimen with fluoride oxalate	Specimen	SNOMED	Specimen	S	838981000000102	2012-10-01	2099-12-31	
44808078	Whole blood specimen with perchlorate	Specimen	SNOMED	Specimen	S	838991000000100	2012-10-01	2099-12-31	
44808081	Post mortem sample	Observation	SNOMED	Clinical Finding	S	839021000000109	2012-10-01	2099-12-31	
44808183	Post mortem specimen collection	Procedure	SNOMED	Procedure	S	839481000000102	2012-10-01	2099-12-31	
44808666	Montreal cognitive assessment	Measurement	SNOMED	Staging / Scales	S	859351000000102	2013-04-01	2099-12-31	
44808819	Sterile defibrinated blood specimen	Specimen	SNOMED	Specimen	S	842471000000105	2012-10-01	2099-12-31	
44809105	Referral to Parkinson's service	Observation	SNOMED	Procedure	S	862081000000106	2013-04-01	2099-12-31	
44809997	Psoriasis area and severity index	Measurement	SNOMED	Staging / Scales	S	866311000000102	2013-04-01	2099-12-31	
44810921	Research study follow-up	Observation	SNOMED	Procedure	S	871421000000100	2013-04-01	2099-12-31	
44816633	Health data repository [Identifier]	Observation	LOINC	Clinical Observation	S	74735-2	2014-05-27	2099-12-31	
44818756	Has specimen (SNOMED)	Metadata	Relationship	Relationship		OMOP generated	1970-01-01	2099-12-31	
44818775	Has specimen procedure (SNOMED)	Metadata	Relationship	Relationship		OMOP generated	1970-01-01	2099-12-31	
44818854	Specimen of (SNOMED)	Metadata	Relationship	Relationship		OMOP generated	1970-01-01	2099-12-31	
44818873	Specimen procedure of (SNOMED)	Metadata	Relationship	Relationship		OMOP generated	1970-01-01	2099-12-31	
45766301	Arterial cord blood specimen	Specimen	SNOMED	Specimen	S	703430008	2014-07-31	2099-12-31	
45766302	Venous cord blood specimen	Specimen	SNOMED	Specimen	S	703431007	2014-07-31	2099-12-31	
45770404	Pre-assessment questionnaire completed	Observation	SNOMED	Context-dependent	S	927941000000103	2014-10-01	2099-12-31	
45770633	No family history of Parkinson's disease	Observation	SNOMED	Context-dependent	S	932441000000109	2014-10-01	2099-12-31	
45770695	Everyday Cognition questionnaire completed	Observation	SNOMED	Clinical Finding	S	934111000000106	2014-10-01	2099-12-31	
45771438	Lack of family support	Observation	SNOMED	Clinical Finding	S	704489009	2015-01-31	2099-12-31	
45773156	Specimen source	Observation	SNOMED	Observable Entity	S	703065002	2014-07-31	2099-12-31	
45875957	Documents panels	Observation	LOINC	LOINC Class	C	PANEL.DOC	1970-01-01	2099-12-31	
45876867	Positive response to neuroleptics	Meas Value	LOINC	Answer	S	LA14927-0	1970-01-01	2099-12-31	
